icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD9,191,1915,malig_solid,Malignant neoplasm of ventricles
DIAG-ICD9,191,1916,malig_solid,Malignant neoplasm of cerebellum nos
DIAG-ICD9,191,1917,malig_solid,Malignant neoplasm of brain stem
DIAG-ICD9,191,1918,malig_solid,Malignant neoplasm of other parts of brain
DIAG-ICD9,191,1919,malig_solid,"Malignant neoplasm of brain, unspecified"
DIAG-ICD9,192,192,malig_solid,Malignant neoplasm of cranial nerves
DIAG-ICD9,192,1921,malig_solid,Malignant neoplasm of cerebral meninges
DIAG-ICD9,192,1922,malig_solid,Malignant neoplasm of spinal cord
DIAG-ICD9,192,1923,malig_solid,Malignant neoplasm of spinal meninges
DIAG-ICD9,192,1928,malig_solid,Malignant neoplasm of other specified sites of nervous system
DIAG-ICD9,192,1929,malig_solid,"Malignant neoplasm of nervous system, part unspecified"
DIAG-ICD9,193,193,malig_solid,Malignant neoplasm of thyroid gland
DIAG-ICD9,194,194,malig_solid,Malignant neoplasm of adrenal gland
DIAG-ICD9,194,1941,malig_solid,Malignant neoplasm of parathyroid gland
DIAG-ICD9,194,1943,malig_solid,Malignant neoplasm of pituitary gland and craniopharyngeal duct
DIAG-ICD9,194,1944,malig_solid,Malignant neoplasm of pineal gland
DIAG-ICD9,194,1945,malig_solid,Malignant neoplasm of carotid body
DIAG-ICD9,194,1946,malig_solid,Malignant neoplasm of aortic body and other paraganglia
DIAG-ICD9,194,1948,malig_solid,Malignant neoplasm of other endocrine glands and related structures
DIAG-ICD9,194,1949,malig_solid,"Malignant neoplasm of endocrine gland, site unspecified"
DIAG-ICD9,195,195,malig_solid,"Malignant neoplasm of head, face, and neck"
DIAG-ICD9,195,1951,malig_solid,Malignant neoplasm of thorax
DIAG-ICD9,195,1952,malig_solid,Malignant neoplasm of abdomen
DIAG-ICD9,195,1953,malig_solid,Malignant neoplasm of pelvis
DIAG-ICD9,195,1954,malig_solid,Malignant neoplasm of upper limb
DIAG-ICD9,195,1955,malig_solid,Malignant neoplasm of lower limb
DIAG-ICD9,195,1958,malig_solid,Malignant neoplasm of other specified sites
DIAG-ICD9,196,196,malig_solid,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
DIAG-ICD9,196,1961,malig_solid,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
DIAG-ICD9,196,1962,malig_solid,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
DIAG-ICD9,196,1963,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
DIAG-ICD9,196,1965,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
DIAG-ICD9,196,1966,malig_solid,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
DIAG-ICD9,196,1968,malig_solid,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
DIAG-ICD9,196,1969,malig_solid,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
DIAG-ICD9,197,197,malig_solid,Secondary malignant neoplasm of lung
DIAG-ICD9,197,1971,malig_solid,Secondary malignant neoplasm of mediastinum
DIAG-ICD9,197,1972,malig_solid,Secondary malignant neoplasm of pleura
DIAG-ICD9,197,1973,malig_solid,Secondary malignant neoplasm of other respiratory organs
DIAG-ICD9,197,1974,malig_solid,Secondary malignant neoplasm of small intestine including duodenum
DIAG-ICD9,197,1975,malig_solid,Secondary malignant neoplasm of large intestine and rectum
DIAG-ICD9,197,1976,malig_solid,Secondary malignant neoplasm of retroperitoneum and peritoneum
DIAG-ICD9,197,1977,malig_solid,"Malignant neoplasm of liver, secondary"
DIAG-ICD9,197,1978,malig_solid,Secondary malignant neoplasm of other digestive organs and spleen
DIAG-ICD9,198,198,malig_solid,Secondary malignant neoplasm of kidney
DIAG-ICD9,198,1981,malig_solid,Secondary malignant neoplasm of other urinary organs
DIAG-ICD9,198,1982,malig_solid,Secondary malignant neoplasm of skin
DIAG-ICD9,198,1983,malig_solid,Secondary malignant neoplasm of brain and spinal cord
DIAG-ICD9,198,1984,malig_solid,Secondary malignant neoplasm of other parts of nervous system
DIAG-ICD9,198,1985,malig_solid,Secondary malignant neoplasm of bone and bone marrow
DIAG-ICD9,198,1986,malig_solid,Secondary malignant neoplasm of ovary
DIAG-ICD9,198,1987,malig_solid,Secondary malignant neoplasm of adrenal gland
DIAG-ICD9,198,19881,malig_solid,Secondary malignant neoplasm of breast
DIAG-ICD9,198,19882,malig_solid,Secondary malignant neoplasm of genital organs
DIAG-ICD9,198,19889,malig_solid,Secondary malignant neoplasm of other specified sites
DIAG-ICD9,199,199,malig_solid,Disseminated malignant neoplasm without specification of site
DIAG-ICD9,199,1991,malig_solid,Other malignant neoplasm without specification of site
DIAG-ICD9,199,1992,malig_solid,Malignant neoplasm associated with transplant organ
DIAG-ICD9,209,209,malig_solid,"Malignant carcinoid tumor of the small intestine, unspecified portion"
DIAG-ICD9,209,20901,malig_solid,Malignant carcinoid tumor of the duodenum
DIAG-ICD9,209,20902,malig_solid,Malignant carcinoid tumor of the jejunum
DIAG-ICD9,209,20903,malig_solid,Malignant carcinoid tumor of the ileum
DIAG-ICD9,209,2091,malig_solid,"Malignant carcinoid tumor of the large intestine, unspecified portion"
DIAG-ICD9,209,20911,malig_solid,Malignant carcinoid tumor of the appendix
DIAG-ICD9,209,20912,malig_solid,Malignant carcinoid tumor of the cecum
DIAG-ICD9,209,20913,malig_solid,Malignant carcinoid tumor of the ascending colon
DIAG-ICD9,209,20914,malig_solid,Malignant carcinoid tumor of the transverse colon
DIAG-ICD9,209,20915,malig_solid,Malignant carcinoid tumor of the descending colon
DIAG-ICD9,209,20916,malig_solid,Malignant carcinoid tumor of the sigmoid colon
DIAG-ICD9,209,20917,malig_solid,Malignant carcinoid tumor of the rectum
DIAG-ICD9,209,2092,malig_solid,Malignant carcinoid tumor of unknown primary site
DIAG-ICD9,209,20921,malig_solid,Malignant carcinoid tumor of the bronchus and lung
DIAG-ICD9,209,20922,malig_solid,Malignant carcinoid tumor of the thymus
DIAG-ICD9,209,20923,malig_solid,Malignant carcinoid tumor of the stomach
DIAG-ICD9,209,20924,malig_solid,Malignant carcinoid tumor of the kidney
DIAG-ICD9,209,20925,malig_solid,"Malignant carcinoid tumor of foregut, not otherwise specified"
DIAG-ICD9,209,20926,malig_solid,"Malignant carcinoid tumor of midgut, not otherwise specified"
DIAG-ICD9,209,20927,malig_solid,"Malignant carcinoid tumor of hindgut, not otherwise specified"
DIAG-ICD9,209,20929,malig_solid,Malignant carcinoid tumor of other sites
DIAG-ICD9,209,2093,malig_solid,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
DIAG-ICD9,209,20931,malig_solid,Merkel cell carcinoma of the face
DIAG-ICD9,209,20932,malig_solid,Merkel cell carcinoma of the scalp and neck
DIAG-ICD9,209,20933,malig_solid,Merkel cell carcinoma of the upper limb
DIAG-ICD9,209,20934,malig_solid,Merkel cell carcinoma of the lower limb
DIAG-ICD9,209,20935,malig_solid,Merkel cell carcinoma of the trunk
DIAG-ICD9,209,20936,malig_solid,Merkel cell carcinoma of other sites
DIAG-ICD9,209,2097,malig_solid,"Secondary neuroendocrine tumor, unspecified site"
DIAG-ICD9,209,20971,malig_solid,Secondary neuroendocrine tumor of distant lymph nodes
DIAG-ICD9,209,20972,malig_solid,Secondary neuroendocrine tumor of liver
DIAG-ICD9,209,20973,malig_solid,Secondary neuroendocrine tumor of bone
DIAG-ICD9,209,20974,malig_solid,Secondary neuroendocrine tumor of peritoneum
DIAG-ICD9,209,20975,malig_solid,Secondary Merkel cell carcinoma
DIAG-ICD9,209,20979,malig_solid,Secondary neuroendocrine tumor of other sites
DIAG-ICD9,230,230,malig_solid,"Carcinoma in situ of lip, oral cavity, and pharynx"
DIAG-ICD9,230,2301,malig_solid,Carcinoma in situ of esophagus
DIAG-ICD9,230,2302,malig_solid,Carcinoma in situ of stomach
DIAG-ICD9,230,2303,malig_solid,Carcinoma in situ of colon
DIAG-ICD9,230,2304,malig_solid,Carcinoma in situ of rectum
DIAG-ICD9,230,2305,malig_solid,Carcinoma in situ of anal canal
DIAG-ICD9,230,2306,malig_solid,"Carcinoma in situ of anus, unspecified"
DIAG-ICD9,230,2307,malig_solid,Carcinoma in situ of other and unspecified parts of intestine
DIAG-ICD9,230,2308,malig_solid,Carcinoma in situ of liver and biliary system
DIAG-ICD9,230,2309,malig_solid,Carcinoma in situ of other and unspecified digestive organs
DIAG-ICD9,231,231,malig_solid,Carcinoma in situ of larynx
DIAG-ICD9,231,2311,malig_solid,Carcinoma in situ of trachea
DIAG-ICD9,231,2312,malig_solid,Carcinoma in situ of bronchus and lung
DIAG-ICD9,231,2318,malig_solid,Carcinoma in situ of other specified parts of respiratory system
DIAG-ICD9,231,2319,malig_solid,"Carcinoma in situ of respiratory system, part unspecified"
DIAG-ICD9,232,232,malig_solid,Carcinoma in situ of skin of lip
DIAG-ICD9,232,2321,malig_solid,"Carcinoma in situ of eyelid, including canthus"
DIAG-ICD9,232,2322,malig_solid,Carcinoma in situ of skin of ear and external auditory canal
DIAG-ICD9,232,2323,malig_solid,Carcinoma in situ of skin of other and unspecified parts of face
DIAG-ICD9,232,2324,malig_solid,Carcinoma in situ of scalp and skin of neck
DIAG-ICD9,232,2325,malig_solid,"Carcinoma in situ of skin of trunk, except scrotum"
DIAG-ICD9,232,2326,malig_solid,"Carcinoma in situ of skin of upper limb, including shoulder"
DIAG-ICD9,232,2327,malig_solid,"Carcinoma in situ of skin of lower limb, including hip"
DIAG-ICD9,232,2328,malig_solid,Carcinoma in situ of other specified sites of skin
DIAG-ICD9,232,2329,malig_solid,"Carcinoma in situ of skin, site unspecified"
DIAG-ICD9,233,233,malig_solid,Carcinoma in situ of breast
DIAG-ICD9,233,2331,malig_solid,Carcinoma in situ of cervix uteri
DIAG-ICD9,233,2332,malig_solid,Carcinoma in situ of other and unspecified parts of uterus
DIAG-ICD9,233,2333,malig_solid,"Carcinoma in situ, unspecified female genital organ"
DIAG-ICD9,233,23331,malig_solid,"Carcinoma in situ, vagina"
DIAG-ICD9,233,23332,malig_solid,"Carcinoma in situ, vulva"
DIAG-ICD9,233,23339,malig_solid,"Carcinoma in situ, other female genital organ"
DIAG-ICD9,233,2334,malig_solid,Carcinoma in situ of prostate
DIAG-ICD9,233,2335,malig_solid,Carcinoma in situ of penis
DIAG-ICD9,233,2336,malig_solid,Carcinoma in situ of other and unspecified male genital organs
DIAG-ICD9,233,2337,malig_solid,Carcinoma in situ of bladder
DIAG-ICD9,233,2339,malig_solid,Carcinoma in situ of other and unspecified urinary organs
DIAG-ICD9,234,234,malig_solid,Carcinoma in situ of eye
DIAG-ICD9,234,2348,malig_solid,Carcinoma in situ of other specified sites
DIAG-ICD9,234,2349,malig_solid,"Carcinoma in situ, site unspecified"
DIAG-ICD9,235,235,malig_solid,Neoplasm of uncertain behavior of major salivary glands
DIAG-ICD9,235,2351,malig_solid,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx"
DIAG-ICD9,235,2352,malig_solid,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
DIAG-ICD9,235,2353,malig_solid,Neoplasm of uncertain behavior of liver and biliary passages
DIAG-ICD9,235,2354,malig_solid,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
DIAG-ICD9,235,2355,malig_solid,Neoplasm of uncertain behavior of other and unspecified digestive organs
DIAG-ICD9,235,2356,malig_solid,Neoplasm of uncertain behavior of larynx
DIAG-ICD9,235,2357,malig_solid,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
DIAG-ICD9,235,2358,malig_solid,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
DIAG-ICD9,235,2359,malig_solid,Neoplasm of uncertain behavior of other and unspecified respiratory organs
DIAG-ICD9,236,236,malig_solid,Neoplasm of uncertain behavior of uterus
DIAG-ICD9,236,2361,malig_solid,Neoplasm of uncertain behavior of placenta
DIAG-ICD9,236,2362,malig_solid,Neoplasm of uncertain behavior of ovary
DIAG-ICD9,236,2363,malig_solid,Neoplasm of uncertain behavior of other and unspecified female genital organs
DIAG-ICD9,236,2364,malig_solid,Neoplasm of uncertain behavior of testis
DIAG-ICD9,236,2365,malig_solid,Neoplasm of uncertain behavior of prostate
DIAG-ICD9,236,2366,malig_solid,Neoplasm of uncertain behavior of other and unspecified male genital organs
DIAG-ICD9,236,2367,malig_solid,Neoplasm of uncertain behavior of bladder
DIAG-ICD9,236,2369,malig_solid,"Neoplasm of uncertain behavior of urinary organ, unspecified"
DIAG-ICD9,236,23691,malig_solid,Neoplasm of uncertain behavior of kidney and ureter
DIAG-ICD9,236,23699,malig_solid,Neoplasm of uncertain behavior of other and unspecified urinary organs
DIAG-ICD9,237,237,malig_solid,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
DIAG-ICD9,237,2371,malig_solid,Neoplasm of uncertain behavior of pineal gland
DIAG-ICD9,237,2372,malig_solid,Neoplasm of uncertain behavior of adrenal gland
DIAG-ICD9,237,2373,malig_solid,Neoplasm of uncertain behavior of paraganglia
DIAG-ICD9,237,2374,malig_solid,Neoplasm of uncertain behavior of other and unspecified endocrine glands
DIAG-ICD9,237,2375,malig_solid,Neoplasm of uncertain behavior of brain and spinal cord
DIAG-ICD9,237,2376,malig_solid,Neoplasm of uncertain behavior of meninges
DIAG-ICD9,237,2379,malig_solid,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
DIAG-ICD9,238,238,malig_solid,Neoplasm of uncertain behavior of bone and articular cartilage
DIAG-ICD9,238,2381,malig_solid,Neoplasm of uncertain behavior of connective and other soft tissue
DIAG-ICD9,238,2382,malig_solid,Neoplasm of uncertain behavior of skin
DIAG-ICD9,238,2383,malig_solid,Neoplasm of uncertain behavior of breast
DIAG-ICD9,238,2388,malig_solid,Neoplasm of uncertain behavior of other specified sites
DIAG-ICD9,238,2389,malig_solid,"Neoplasm of uncertain behavior, site unspecified"
DIAG-ICD9,239,239,malig_solid,Neoplasm of unspecified nature of digestive system
DIAG-ICD9,239,2391,malig_solid,Neoplasm of unspecified nature of respiratory system
DIAG-ICD9,239,2392,malig_solid,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
DIAG-ICD9,239,2393,malig_solid,Neoplasm of unspecified nature of breast
DIAG-ICD9,239,2394,malig_solid,Neoplasm of unspecified nature of bladder
DIAG-ICD9,239,2395,malig_solid,Neoplasm of unspecified nature of other genitourinary organs
DIAG-ICD9,239,2396,malig_solid,Neoplasm of unspecified nature of brain
DIAG-ICD9,239,2397,malig_solid,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
DIAG-ICD9,239,23981,malig_solid,"Neoplasms of unspecified nature, retina and choroid"
DIAG-ICD9,239,23989,malig_solid,"Neoplasms of unspecified nature, other specified sites"
DIAG-ICD9,239,2399,malig_solid,"Neoplasm of unspecified nature, site unspecified"
DIAG-ICD10,C00,C000,malig_solid,Malignant neoplasm of external upper lip
DIAG-ICD10,C00,C001,malig_solid,Malignant neoplasm of external lower lip
DIAG-ICD10,C00,C002,malig_solid,"Malignant neoplasm of external lip, unspecified"
DIAG-ICD10,C00,C003,malig_solid,"Malignant neoplasm of upper lip, inner aspect"
DIAG-ICD10,C00,C004,malig_solid,"Malignant neoplasm of lower lip, inner aspect"
DIAG-ICD10,C00,C005,malig_solid,"Malignant neoplasm of lip, unspecified, inner aspect"
DIAG-ICD10,C00,C006,malig_solid,"Malignant neoplasm of commissure of lip, unspecified"
DIAG-ICD10,C00,C008,malig_solid,Malignant neoplasm of overlapping sites of lip
DIAG-ICD10,C00,C009,malig_solid,"Malignant neoplasm of lip, unspecified"
DIAG-ICD10,C01,C01,malig_solid,Malignant neoplasm of base of tongue
DIAG-ICD10,C02,C020,malig_solid,Malignant neoplasm of dorsal surface of tongue
DIAG-ICD10,C02,C021,malig_solid,Malignant neoplasm of border of tongue
DIAG-ICD10,C02,C022,malig_solid,Malignant neoplasm of ventral surface of tongue
DIAG-ICD10,C02,C023,malig_solid,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
DIAG-ICD10,C02,C024,malig_solid,Malignant neoplasm of lingual tonsil
DIAG-ICD10,C02,C028,malig_solid,Malignant neoplasm of overlapping sites of tongue
DIAG-ICD10,C02,C029,malig_solid,"Malignant neoplasm of tongue, unspecified"
DIAG-ICD10,C03,C030,malig_solid,Malignant neoplasm of upper gum
DIAG-ICD10,C03,C031,malig_solid,Malignant neoplasm of lower gum
DIAG-ICD10,C03,C039,malig_solid,"Malignant neoplasm of gum, unspecified"
DIAG-ICD10,C04,C040,malig_solid,Malignant neoplasm of anterior floor of mouth
DIAG-ICD10,C04,C041,malig_solid,Malignant neoplasm of lateral floor of mouth
DIAG-ICD10,C04,C048,malig_solid,Malignant neoplasm of overlapping sites of floor of mouth
DIAG-ICD10,C04,C049,malig_solid,"Malignant neoplasm of floor of mouth, unspecified"
DIAG-ICD10,C05,C050,malig_solid,Malignant neoplasm of hard palate
DIAG-ICD10,C05,C051,malig_solid,Malignant neoplasm of soft palate
DIAG-ICD10,C05,C052,malig_solid,Malignant neoplasm of uvula
DIAG-ICD10,C05,C058,malig_solid,Malignant neoplasm of overlapping sites of palate
DIAG-ICD10,C05,C059,malig_solid,"Malignant neoplasm of palate, unspecified"
DIAG-ICD10,C06,C060,malig_solid,Malignant neoplasm of cheek mucosa
DIAG-ICD10,C06,C061,malig_solid,Malignant neoplasm of vestibule of mouth
DIAG-ICD10,C06,C062,malig_solid,Malignant neoplasm of retromolar area
DIAG-ICD10,C06,C0680,malig_solid,Malignant neoplasm of overlapping sites of unspecified parts of mouth
DIAG-ICD10,C06,C0689,malig_solid,Malignant neoplasm of overlapping sites of other parts of mouth
DIAG-ICD10,C06,C069,malig_solid,"Malignant neoplasm of mouth, unspecified"
DIAG-ICD10,C07,C07,malig_solid,Malignant neoplasm of parotid gland
DIAG-ICD10,C08,C080,malig_solid,Malignant neoplasm of submandibular gland
DIAG-ICD10,C08,C081,malig_solid,Malignant neoplasm of sublingual gland
DIAG-ICD10,C08,C089,malig_solid,"Malignant neoplasm of major salivary gland, unspecified"
DIAG-ICD10,C09,C090,malig_solid,Malignant neoplasm of tonsillar fossa
DIAG-ICD10,C09,C091,malig_solid,Malignant neoplasm of tonsillar pillar (anterior) (posterior)
DIAG-ICD10,C09,C098,malig_solid,Malignant neoplasm of overlapping sites of tonsil
DIAG-ICD10,C09,C099,malig_solid,"Malignant neoplasm of tonsil, unspecified"
DIAG-ICD10,C10,C100,malig_solid,Malignant neoplasm of vallecula
DIAG-ICD10,C10,C101,malig_solid,Malignant neoplasm of anterior surface of epiglottis
DIAG-ICD10,C10,C102,malig_solid,Malignant neoplasm of lateral wall of oropharynx
DIAG-ICD10,C10,C103,malig_solid,Malignant neoplasm of posterior wall of oropharynx
DIAG-ICD10,C10,C104,malig_solid,Malignant neoplasm of branchial cleft
DIAG-ICD10,C10,C108,malig_solid,Malignant neoplasm of overlapping sites of oropharynx
